scientific_name,common_name,synonyms,family,genus,growth_habit,height_mature_ft,catalog_source
Catalpa x galleana,Hybrid Catalpa,,Bignoniaceae,Catalpa,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cathaya argyrophylla,Silver Fir,,Pinaceae,Cathaya,Tree,8.2,Arnold Arboretum living collection (Arboretum Explorer)
Ceanothus americanus,New Jersey Redroot,,Rhamnaceae,Ceanothus,Shrub,2.4,Arnold Arboretum living collection (Arboretum Explorer)
Ceanothus x pallidus var. roseus,,,Rhamnaceae,Ceanothus,Shrub,4.9,Arnold Arboretum living collection (Arboretum Explorer)
Cedrus atlantica,Atlas Cedar,,Pinaceae,Cedrus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cedrus atlantica 'Glauca Pendula',Cultivar of Atlas Cedar,,Pinaceae,Cedrus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cedrus atlantica 'Glauca',Blue Atlas Cedar,|Cedrus atlantica forma glauca|,Pinaceae,Cedrus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cedrus deodara,Himalayan Cedar,,Pinaceae,Cedrus,Tree,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Cedrus deodara 'Pygmy',Cultivar of Himlayan Cedar,|Cedrus deodara 'Pygmaea'|,Pinaceae,Cedrus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cedrus deodara 'Shalimar',Cultivar of Himalayan Cedar,,Pinaceae,Cedrus,Tree,7.9,Arnold Arboretum living collection (Arboretum Explorer)
Cedrus libani,Cedar of Lebanon,|Cedrus libani ssp. stenocoma|Cedrus libani var. stenocoma|,Pinaceae,Cedrus,Tree,78.1,Arnold Arboretum living collection (Arboretum Explorer)
Cedrus libani 'Pendula',Pendant Cedar of Lebanon,|Cedrus libani forma pendula|,Pinaceae,Cedrus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Celastrus angulatus,Anglestem Bittersweet,,Celastraceae,Celastrus,Vine,13.1,Arnold Arboretum living collection (Arboretum Explorer)
Celastrus hindsii,,,Celastraceae,Celastrus,Vine,10.8,Arnold Arboretum living collection (Arboretum Explorer)
Celastrus orbiculata var. punctata,,,Celastraceae,Celastrus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Celastrus orbiculatus,Round Leaf Bittersweet,|Celastrus articulatus|,Celastraceae,Celastrus,Vine,2.6,Arnold Arboretum living collection (Arboretum Explorer)
Celastrus orbiculatus var. papillosus,,|Celastrus strigillosus|,Celastraceae,Celastrus,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Celastrus scandens,American Bittersweet,,Celastraceae,Celastrus,Vine,4.3,Arnold Arboretum living collection (Arboretum Explorer)
Celtis 'Magnifica',Magnifica Hackberry,,Cannabaceae,Celtis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Celtis aff. occidentalis,Common Hackberry,,Cannabaceae,Celtis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Celtis australis,European Hackberry,,Cannabaceae,Celtis,Tree,13.8,Arnold Arboretum living collection (Arboretum Explorer)
Celtis biondii,,|Celtis leveillei var. holophylla|Celtis biondii var. heterophylla|,Cannabaceae,Celtis,Tree,1.4,Arnold Arboretum living collection (Arboretum Explorer)
Celtis bungeana,Bunge Hackberry,,Cannabaceae,Celtis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Celtis caucasica,,,Cannabaceae,Celtis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Celtis choseniana,,,Cannabaceae,Celtis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Celtis glabrata,,,Cannabaceae,Celtis,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Celtis gracilis,,,Cannabaceae,Celtis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Celtis jessoensis,,,Cannabaceae,Celtis,Tree,8.0,Arnold Arboretum living collection (Arboretum Explorer)
Celtis koraiensis,Korean Hackberry,|Celtis aurantiaca|,Cannabaceae,Celtis,Tree,7.9,Arnold Arboretum living collection (Arboretum Explorer)
Celtis laevigata,Sugarberry,|Celtis laevigata var. smallii|Celtis laevigata var. texana|Celtis laevigata var. reticulata|,Cannabaceae,Celtis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Celtis occidentalis,Hackberry,|Celtis occidentalis var. canina|Celtis occidentalis var. crassifolia||Celtis pumila var. deamei|,Cannabaceae,Celtis,Tree,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Celtis occidentalis 'Prairie Pride',Cultivar of Hackberry,,Cannabaceae,Celtis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Celtis reticulata,Netleaf Hackberry,|Celtis douglasii|,Cannabaceae,Celtis,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Celtis sinensis,,|Celtis sinensis var. japonica|Celtis labilis|,Cannabaceae,Celtis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Celtis tenuifolia,Dwarf Hackberry,|Celtis pumila var. georgiana|,Cannabaceae,Celtis,Intermediate (shrub/tree),4.6,Arnold Arboretum living collection (Arboretum Explorer)
Celtis tournefortii,,,Cannabaceae,Celtis,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Celtis vandervoetiana,,,Cannabaceae,Celtis,Tree,5.0,Arnold Arboretum living collection (Arboretum Explorer)
Cephalanthus occidentalis,Buttonbush,,Rubiaceae,Cephalanthus,Shrub,12.1,Arnold Arboretum living collection (Arboretum Explorer)
Cephalanthus occidentalis var. occidentalis,Buttonbush,,Rubiaceae,Cephalanthus,Shrub,11.8,Arnold Arboretum living collection (Arboretum Explorer)
Cephalanthus occidentalis var. pubescens,Southern Buttonbush,,Rubiaceae,Cephalanthus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Cephalotaxus fortunei,Chinese Plum Yew,,Cephalotaxaceae,Cephalotaxus,Intermediate (shrub/tree),6.6,Arnold Arboretum living collection (Arboretum Explorer)
Cephalotaxus harringtonia,Japanese Plum Yew,|Cephalotaxus harringtonia 'Pedunculata'|Cephalotaxus drupacea|Cephalotaxus harringtonia var. drupacea|,Cephalotaxaceae,Cephalotaxus,Intermediate (shrub/tree),11.5,Arnold Arboretum living collection (Arboretum Explorer)
Cephalotaxus harringtonia 'Duke Gardens',Cultivar of Japanese Plum Yew,,Cephalotaxaceae,Cephalotaxus,Tree,3.3,Arnold Arboretum living collection (Arboretum Explorer)
Cephalotaxus harringtonia 'Fastigiata',,|Cephalotaxus harringtonia forma fastigiata|Cephalotaxus drupacea fastigiata|,Cephalotaxaceae,Cephalotaxus,Tree,10.7,Arnold Arboretum living collection (Arboretum Explorer)
Cephalotaxus harringtonia 'Prostrata',Cultivar of Japanese Plum Yew,|Cephalotaxus harringtonia var. prostrata|,Cephalotaxaceae,Cephalotaxus,Shrub,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Cephalotaxus harringtonia var. koreana,Variety of Plum Yew,|Cephalotaxus koreana|,Cephalotaxaceae,Cephalotaxus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Cephalotaxus harringtonia var. nana,Dwarf Plum Yew,,Cephalotaxaceae,Cephalotaxus,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Cephalotaxus oliveri,,,Cephalotaxaceae,Cephalotaxus,Intermediate (shrub/tree),3.3,Arnold Arboretum living collection (Arboretum Explorer)
Cephalotaxus sinensis,,|Cephalotaxus harringtonia var. sinensis|,Cephalotaxaceae,Cephalotaxus,Intermediate (shrub/tree),12.5,Arnold Arboretum living collection (Arboretum Explorer)
Cercidiphyllum japonicum,Katsura Tree,|Cercidiphyllum japonicum var. sinense|Cercidiphyllum japonicum forma miquelianum|,Cercidiphyllaceae,Cercidiphyllum,Tree,12.0,Arnold Arboretum living collection (Arboretum Explorer)
Cercidiphyllum japonicum 'Morioka Weeping',Cultivar of Katsura Tree,|Cercidiphyllum magnificum forma pendulum|,Cercidiphyllaceae,Cercidiphyllum,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cercidiphyllum japonicum forma pendulum 'Amazing Grace',Cultivar of Weeping Katsura Tree,,Cercidiphyllaceae,Cercidiphyllum,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cercidiphyllum magnificum,Katsuratree,,Cercidiphyllaceae,Cercidiphyllum,Tree,7.5,Arnold Arboretum living collection (Arboretum Explorer)
Cercis canadensis,Eastern Redbud,|Cercis reniformis|,Fabaceae,Cercis,Tree,6.7,Arnold Arboretum living collection (Arboretum Explorer)
Cercis canadensis 'Alba',Cultivar of Eastern Redbud,,Fabaceae,Cercis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cercis canadensis 'Arnold Banner',Cultivar of Eastern Redbud,,Fabaceae,Cercis,Tree,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Cercis canadensis 'Covey',Cultivar of Eastern Redbud,,Fabaceae,Cercis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cercis canadensis 'Flame',Eastern Redbud,,Fabaceae,Cercis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cercis canadensis 'Forest Pansy',Cultivar of Eastern Redbud,,Fabaceae,Cercis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cercis canadensis 'JN15',Cultivar of Eastern Redbud,,Fabaceae,Cercis,Tree,7.2,Arnold Arboretum living collection (Arboretum Explorer)
Cercis canadensis 'JN16',Cultivar of Eastern Redbud,,Fabaceae,Cercis,Tree,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Cercis canadensis 'Sjo',Cultivar of Eastern Redbud,,Fabaceae,Cercis,Tree,7.5,Arnold Arboretum living collection (Arboretum Explorer)
Cercis canadensis var. texensis,Texas Redbud,|Cercis reniformis|,Fabaceae,Cercis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Cercis chinensis,Chinese Redbud,,Fabaceae,Cercis,Shrub,10.5,Arnold Arboretum living collection (Arboretum Explorer)
Cercis chinensis 'Avondale',Cultivar of Chinese Redbud,,Fabaceae,Cercis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Cercis chinensis 'Don Egolf',Cultivar of Chinese Redbud,,Fabaceae,Cercis,Shrub,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Cercis siliquastrum,Judas Tree,,Fabaceae,Cercis,Tree,2.7,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles 'Cole's Red',,,Rosaceae,Chaenomeles,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles 'Mallarot',Cultivar of Chaenomeles,,Rosaceae,Chaenomeles,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles cathayensis,Chinese Flowering Quince,|Chaenomeles lagenaria var. cathayensis|Chaenomeles speciosa var. wilsonii|Chaenomeles cathayensis var. wilsonii|,Rosaceae,Chaenomeles,Intermediate (shrub/tree),4.9,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles japonica,Japanese Flowering Quince,,Rosaceae,Chaenomeles,Shrub,5.6,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles japonica 'Sargentii',Cultivar of Japanese Quince,,Rosaceae,Chaenomeles,Shrub,4.9,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles japonica var. alpina,Variety of Japanese Flowering Quince,,Rosaceae,Chaenomeles,Shrub,3.0,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles speciosa,Flowering Quince,|Chaenomeles lagenaria|,Rosaceae,Chaenomeles,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles speciosa 'Candidissima',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles speciosa 'Cardinalis',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles speciosa 'Contorta',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,3.6,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles speciosa 'Doctor Bang's Pink',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles speciosa 'Leonard's Velvety',,,Rosaceae,Chaenomeles,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles speciosa 'Nivalis',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles speciosa 'Rosea Plena',,,Rosaceae,Chaenomeles,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles speciosa 'Rubra Grandiflora',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,6.9,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles speciosa 'Simonii',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles speciosa 'Taioh-Nishiki',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles x californica 'Masterpiece',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,6.9,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles x superba 'Crimson Beauty',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles x superba 'Foliis Rubris',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles x superba 'Mandarin',Cultivar of Flowering Quince,,Rosaceae,Chaenomeles,Shrub,4.6,Arnold Arboretum living collection (Arboretum Explorer)
Chaenomeles x superba 'Vesuvius',Cultivar of Flowering Quince,|Chaenomeles lagenaria 'Vesuvius'|,Rosaceae,Chaenomeles,Shrub,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis 'Westermanii-Somerset',Cultivar of False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis lawsoniana,Port Orford Cedar,,Cupressaceae,Chamaecyparis,Tree,7.2,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis lawsoniana 'Alumii',,|Chamaecyparis lawsoniana forma alumii|,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis lawsoniana 'Erecta Viridis',Cultivar of Lawson False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis lawsoniana 'Green Hedger',Cultivar of Port Orford Cedar,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis lawsoniana 'Minima Aurea',Cultivar of Lawson False Cypress,,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis lawsoniana 'Pygmaea Argentea',Cultivar of Lawson False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis lawsoniana 'Silver Tip',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis lawsoniana 'Stilton Cheese',Cultivar of Lawson False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa,Hinoki Falsecypress,,Cupressaceae,Chamaecyparis,Tree,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Aurea',Golden Hinoki False Cypress,|Chamaecyparis obtusa forma aurea|,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Breviramea',Cultivar of Hinoki Falsecypress,|Chamaecyparis obtusa var. breviramea|Chamaecyparis obtusa forma breviramea|,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Chabo-Hiba',Cultivar of Hinoki Falsecypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Chimo-hiba',Cultivar of Hinoki Falsecypress,,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Compacta',Compact Hinoki False Cypress,|Chamaecyparis obtusa forma compacta|,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Contorta',,,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Coralliformis',Cultivar of Hinoki Cypress,|Chamaecyparis obtusa forma coralliformis|Chamaecyparis obtusa 'Torulosa'|,Cupressaceae,Chamaecyparis,Shrub,20.0,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Crippsii',Cripps Hinoki False Cypress,|Chamaecyparis obtusa forma crippsii|,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Filicoides',Fern Spray Hinoki False Cypress,|Chamaecyparis obtusa forma filicoides|,Cupressaceae,Chamaecyparis,Intermediate (shrub/tree),6.5,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Flabelliformis',Cultivar of Hinoki Falsecypress,,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Golden Nymph',Cultivar of Hinoki Falsecypress,,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Gracilis Aurea',Cultivar of Hinoki Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Gracilis',Cultivar of Hinoki False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Graciosa',Cultivar of Hinoki False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Grandi Pygmy',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Hage',Cultivar of Hinoki Falsecypress,,Cupressaceae,Chamaecyparis,Shrub,2.3,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Kanaamihiba',Cultivar of Hinoki Falsecypress,|Chamaecyparis obtusa 'Kaamani-Hiba'|,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Kosteri',Cultivar of Hinoki Falsecypress,,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Lycopodioides Aurea',,,Cupressaceae,Chamaecyparis,Shrub,13.0,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Lycopodioides',Cultivar of Hinoki Falsecypress,|Chamaecyparis obtusa forma lycopodioides|,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Magnifica',Great Hinoki False Cypress,|Chamaecyparis obtusa forma magnifica|,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Mariesii',,,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Nana Argentea',Cultivar of Hinoki Falsecypress,,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Nana Aurea',Cultivar of Hinoki Cypress,|Chamaecyparis obtusa forma nana aurea|,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Nana Gracilis',Cultivar of Hinoki Falsecypress,|Chamaecyparis obtusa 'Gracilis Nana'|,Cupressaceae,Chamaecyparis,Shrub,7.9,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Nana',Cultivar of Hinoki Falsecypress,|Chamaecyparis obtusa forma nana|,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Pygmaea Aurescens',,,Cupressaceae,Chamaecyparis,Shrub,7.0,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Pygmaea',Pygmy Hinoki False Cypress,|Chamaecyparis obtusa forma pygmaea|,Cupressaceae,Chamaecyparis,Shrub,6.0,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Repens',Cultivar of Hinoki False Cypress,|Chamaecyparis obtusa 'Nana Repens'|,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Rezek',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Rigida',,,Cupressaceae,Chamaecyparis,Tree,3.0,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Tempelhof',Cultivar of Hinoki Falsecypress,,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Tetragona',Cultivar of Hinoki Cypress,,Cupressaceae,Chamaecyparis,Shrub,12.0,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa 'Tsatsumi',Cultivar of Hinoki False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa (variant),Variant of Hinoki False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis obtusa var. formosana,,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera,Sawara Falsecypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Aurea Nana',Sawara False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Boulevard',Cultivar of Sawara False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Compacta Variegata',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Cream Ball',Cultivar of Sawara Cypress,,Cupressaceae,Chamaecyparis,Tree,11.8,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Filifera Aurea',Cultivar of Sawara Falsecypress,,Cupressaceae,Chamaecyparis,Tree,4.0,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Filifera Flava',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Filifera Nana',Cultivar of Sawara Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Filifera',Thread Sawara False Cypress,|Chamaecyparis pisifera forma filifera|,Cupressaceae,Chamaecyparis,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Gekko Hiba',Cultivar of Sawara False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Gold Spangle',Cultivar of Sawara False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Golden Mop',,,Cupressaceae,Chamaecyparis,Tree,10.0,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Nana Aureovariegata',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Nana Variegata',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Nana',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Plumosa Argentea',Cultivar of Sawara Falsecypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Plumosa Aurea Compacta',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Plumosa Aurea',Cultivar of Sawara Falsecypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Plumosa Compressa Aurea',Cultivar of Sawara False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Plumosa Compressa',Cultivar of Sawara (False) Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Plumosa Nana',Cultivar of Sawara False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Plumosa Vera',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Plumosa',Plume Sawara False Cypress,|Chamaecyparis pisifera forma plumosa|,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Snow',Cultivar of Sawara Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Squarrosa Aurea',Cultivar of Sawara (False) Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Squarrosa Compressa',,,Cupressaceae,Chamaecyparis,,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Squarrosa Dumosa',Cultivar of Sawara Falsecypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Squarrosa Intermedia',Cultivar of Sawara Falsecypress,|Chamaecyparis pisifera 'Dwarf Blue'|,Cupressaceae,Chamaecyparis,Tree,26.2,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Squarrosa',Cultivar of Sawara Falsecypress,|Chamaecyparis pisifera forma squarrosa|,Cupressaceae,Chamaecyparis,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'Tsukumo',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera 'White Pygmy',,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis pisifera Plumosa Form Group,Sawara False Cypress,,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Chamaecyparis thyoides,Atlantic White Cedar,|Chamaecyparis henryae|,Cupressaceae,Chamaecyparis,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
