scientific_name,common_name,synonyms,family,genus,growth_habit,height_mature_ft,catalog_source
Pinus monticola x strobus,,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus mugo,Dwarf Mountain Pine,,Pinaceae,Pinus,Tree,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Pinus mugo ssp. mugo,Dwarf Mountain Pine,|Pinus mugo var. mugo|Pinus mugo var. mughus|,Pinaceae,Pinus,Shrub,8.2,Arnold Arboretum living collection (Arboretum Explorer)
Pinus mugo ssp. mugo 'Prostrata',Prostrate Swiss Mountain Pine,|Pinus mugo 'Prostrata'|Pinus mugo var. mugo 'Prostrata'|,Pinaceae,Pinus,Shrub,18.0,Arnold Arboretum living collection (Arboretum Explorer)
Pinus mugo ssp. rotundata,Subspecies of Dwarf Mountain Pine,|Pinus mugo var. rotundata|,Pinaceae,Pinus,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Pinus nigra,Austrian Pine,|Pinus nigra austriaca|,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus nigra 'Arnold Sentinel',Cultivar of Austrian Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus nigra 'Hornibrookiana',Cultivar of Austrian Pine,,Pinaceae,Pinus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus nigra 'Pyramidalis',Pyramid Austrian Pine,|Pinus nigra forma pyramidalis|,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus nigra (variant),Variant of Austrian Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus nigra ssp. nigra,Austrian Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus nigra ssp. pallasiana,Crimean Pine,|Pinus nigra var. caramanica|,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus nigra ssp. salzmannii,Cevennes Pine,|Pinus nigra var. cebennensis|Pinus nigra ssp. salzmanii|,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus parviflora,Japanese White Pine,,Pinaceae,Pinus,Tree,48.0,Arnold Arboretum living collection (Arboretum Explorer)
Pinus parviflora 'Ara Kawa',,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus parviflora 'Gimborn's Ideal',Cultivar of Japanese White Pine,,Pinaceae,Pinus,Shrub,10.5,Arnold Arboretum living collection (Arboretum Explorer)
Pinus parviflora 'Glauca',Cultivar of Japanese White Pine,|Pinus parviflora forma glauca|,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus parviflora var. himekomatsu,,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus parviflora var. pentaphylla,Variety of Japanese White Pine,|Pinus pentaphylla|,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus parviflora x strobus,Hybrid Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus peuce,Macedonia Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus peuce 'Glauca',Cultivar of Macedonian Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus peuce 'Jeddeloh',Cultivar of Macedonian Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus peuce 'Westbury',Cultivar of Macedonian Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus pinaster 'Aberdoniae',Lord Aberdeen's Pine,|Pinus pinaster var. hamiltonii|,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus pinaster ssp. hamiltoniana,,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus ponderosa,Ponderosa Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus ponderosa var. ponderosa,Ponderosa Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus ponderosa var. scopulorum,Rocky Mountain Ponderosa Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus pumila,Japanese Stone Pine,|Pinus cembra var. pumila|Pinus cembra var. pumila|,Pinaceae,Pinus,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Pinus pumila 'Chlorocarpa',Dwarf Japanese Stone Pine,|Pinus pumila forma compacta|,Pinaceae,Pinus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus pumila 'Dwarf Blue',Cultivar of Japanese Stone Pine,|Pinus pumila 'Glauca'|,Pinaceae,Pinus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus pumila 'Typica',Cultivar of Japanese Stone Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus pungens,Table Mountain Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus resinosa,Red Pine,,Pinaceae,Pinus,Tree,6.9,Arnold Arboretum living collection (Arboretum Explorer)
Pinus rigida,Pitch Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus rigida 'Sherman Eddy',Cultivar of Pitch Pine,|Pinus rigida 'Little Giant'|,Pinaceae,Pinus,Tree,6.5,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sabiniana,Gray Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sibirica,Siberian Stone Pine,|Pinus cembra var. sibirica|,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sp.,,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobiformis,Southwestern White Pine,,Pinaceae,Pinus,Tree,7.9,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus,Eastern White Pine,,Pinaceae,Pinus,Tree,12.5,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Alba',Cultivar of Eastern White Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Bennett's Contorted',Cultivar of Eastern White Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Blue Shag',Cultivar of Eastern White Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Brevifolia',Cultivar of Eastern While Pine,,Pinaceae,Pinus,Tree,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Contorta',Contorted Eastern White Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Fastigiata',Pyramidal Eastern White Pine,,Pinaceae,Pinus,Tree,15.0,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Globosa',Cultivar of Eastern White Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Merrimack',Cultivar of Eastern White Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Ontario',Cultivar of Eastern White Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Pendula',Weeping Eastern White Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Reflexa',Cultivar of Eastern White Pine,,Pinaceae,Pinus,Tree,30.0,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Umbraculifera',Umbrella Eastern White Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'Uncatena',Cultivar of Eastern White Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus strobus 'White Mountain',Cultivar of Eastern White Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris,Scots Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris 'Compressa',Cultivar of Scots Pine,,Pinaceae,Pinus,Tree,10.0,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris 'Glauca Compacta',Cultivar of Scots Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris 'Glauca Nana',Cultivar of Scots Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris 'Hillside Creeper',Cultivar of Scots Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris 'Moseri',Cultivar of Scots Pine,|Pinus nigra 'Pygmaea'|Pinus nigra forma pygmaea|,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris 'Nana',Cultivar of Scots Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris 'Riverside Gem',Cultivar of Scots Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris 'Viridis Compacta',Cultivar of Scots Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris 'Watereri',Cultivar of Scots Pine,,Pinaceae,Pinus,Tree,13.1,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris forma hamata,Baltic Pine,|Pinus sylvestris var. hamata|,Pinaceae,Pinus,Tree,9.5,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris var. lapponica,Variety of Scots Pine,,Pinaceae,Pinus,Tree,51.8,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris var. mongolica,Variety of Scots Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus sylvestris var. sylvestriformis,,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus tabuliformis,Tabletop Pine,|Pinus tabulaeformis|,Pinaceae,Pinus,Tree,15.0,Arnold Arboretum living collection (Arboretum Explorer)
Pinus tabuliformis var. henryi,,|Pinus henryi|,Pinaceae,Pinus,Tree,27.9,Arnold Arboretum living collection (Arboretum Explorer)
Pinus thunbergii,Japanese Black Pine,|Pinus thunbergiana|,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus torreyana,Torrey Pine,,Pinaceae,Pinus,Tree,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Pinus uncinata,,|Pinus mugo ssp. uncinata|,Pinaceae,Pinus,Tree,7.9,Arnold Arboretum living collection (Arboretum Explorer)
Pinus uncinata var. rotundata,,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus virginiana,Virginia Pine,,Pinaceae,Pinus,Tree,10.5,Arnold Arboretum living collection (Arboretum Explorer)
Pinus wallichiana,Himalayan Pine,|Pinus griffithii|,Pinaceae,Pinus,Tree,28.2,Arnold Arboretum living collection (Arboretum Explorer)
Pinus x holfordiana,Holford Pine,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus x holfordiana x parviflora,,,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pinus x rhaetica,,,Pinaceae,Pinus,Tree,25.0,Arnold Arboretum living collection (Arboretum Explorer)
Pinus x schwerinii,Schwerin Pine,|Pinus strobus x wallichiana|Pinus wallichiana x strobus|Pinus griffithii x strobus|,Pinaceae,Pinus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pistacia chinensis,,,Anacardiaceae,Pistacia,Tree,13.1,Arnold Arboretum living collection (Arboretum Explorer)
Planera aquatica,Water-Elm,|Zelkova aquatica|,Ulmaceae,Planera,Tree,3.0,Arnold Arboretum living collection (Arboretum Explorer)
Platanus occidentalis,Sycamore,,Platanaceae,Platanus,Tree,3.4,Arnold Arboretum living collection (Arboretum Explorer)
Platanus orientalis,,|Platanus cretica|Platanus palmata|,Platanaceae,Platanus,Tree,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Platanus orientalis forma digitata,,|Platanus cashmeriana|,Platanaceae,Platanus,Tree,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Platanus wrightii,Arizona Sycamore,,Platanaceae,Platanus,Tree,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Platanus x acerifolia,London Planetree,|Platanus x hybrida|,Platanaceae,Platanus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Platanus x acerifolia 'Pyramidalis',Cultivar of London Planetree,|Platanus x hybrida 'Pyramidalis'|,Platanaceae,Platanus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Platanus x acerifolia 'Suttneri',Cultivar of London Planetree,|Platanus x hybrida 'Suttneri'|Platanus 'Suttneri'|,Platanaceae,Platanus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Platycarya strobilacea,,,Juglandaceae,Platycarya,Intermediate (shrub/tree),5.6,Arnold Arboretum living collection (Arboretum Explorer)
Platycladus orientalis,,|Thuja orientalis|,Cupressaceae,Platycladus,Tree,30.0,Arnold Arboretum living collection (Arboretum Explorer)
Platycladus orientalis 'Aurea Nana Raffels',,|Thuja orientalis 'Aurea Nana Raffels'|,Cupressaceae,Platycladus,Tree,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Platycladus orientalis 'Aurea Nana',,|Thuja orientalis 'Aurea Nana'|Thuja orientalis 'Aurea Densa'|Thuja orientalis 'Aurea Compacta'|Thuja orientalis 'Miller's Gold'|Thuja orientalis 'Minima Aurea'|Thuja orientalis 'Aurea Globosa'|,Cupressaceae,Platycladus,,,Arnold Arboretum living collection (Arboretum Explorer)
Platycladus orientalis 'Burtoni',,|Thuja orientalis 'Burtoni'|,Cupressaceae,Platycladus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Platycladus orientalis 'Fruitlandii',,|Thuja orientalis 'Fruitlandii'|,Cupressaceae,Platycladus,,,Arnold Arboretum living collection (Arboretum Explorer)
Platycladus orientalis 'Goodwin',,|Thuja orientalis 'Goodwin'|,Cupressaceae,Platycladus,Tree,11.5,Arnold Arboretum living collection (Arboretum Explorer)
Platyosprion platycarpum,,|Cladrastis platycarpa|,Fabaceae,Platyosprion,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Pleioblastus 'Okinisasa',,,Poaceae,Pleioblastus,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Pleioblastus simonii var. heterophylla,,,Poaceae,Pleioblastus,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Podocarpus nivalis,,,Podocarpaceae,Podocarpus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Poliothyrsis sinensis,,,Salicaceae,Poliothyrsis,Tree,4.9,Arnold Arboretum living collection (Arboretum Explorer)
Polygonatum cirrhifolium,,,Asparagaceae,Polygonatum,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Polygonatum filipes,Slender Stalk Solomon's Seal,,Asparagaceae,Polygonatum,Herbaceous,0.5,Arnold Arboretum living collection (Arboretum Explorer)
Polygonatum kingianum,Cultivar of Solomon's seal,,Asparagaceae,Polygonatum,,,Arnold Arboretum living collection (Arboretum Explorer)
Polygonatum kingianum ssp. kingianum,Orange Flower Solomon's Seal,,Asparagaceae,Polygonatum,Herbaceous,1.3,Arnold Arboretum living collection (Arboretum Explorer)
Polygonatum latifolium,,,Asparagaceae,Polygonatum,,,Arnold Arboretum living collection (Arboretum Explorer)
Polygonatum multiflorum 'Weihenstefan',Cultivar of Common Solomon's Seal,,Asparagaceae,Polygonatum,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Polygonatum odoratum 'Angel Wing',Cultivar of Angular Solomon's Seal,,Asparagaceae,Polygonatum,Herbaceous,1.6,Arnold Arboretum living collection (Arboretum Explorer)
Polygonatum zanlanscianense,Giant Chinese Solomon's Seal,,Asparagaceae,Polygonatum,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Polystichum acrostichoides,Christmas Fern,,Polypodiaceae,Polystichum,,,Arnold Arboretum living collection (Arboretum Explorer)
Poncirus trifoliata,Trifoliate Orange,,Rutaceae,Poncirus,Tree,10.8,Arnold Arboretum living collection (Arboretum Explorer)
Populus 'Androscoggin',Cultivar of Poplar,,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus 'Roxbury',Cultivar of Poplar,,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus alba,White Poplar,,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus balsamifera,Balsam Poplar,|Populus tacamahacca|Populus tristis|Populus candicans|Populus tacamahaca var. michauxii|,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus cathayana,Mongolian Poplar,,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus deltoides,Eastern Cottonwood,|Populus palmeri|,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus deltoides 'Siouxland',Cultivar of Southern Cottonwood,,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus deltoides ssp. deltoides,Eastern Cottonwood,|Populus virginiana|Populus angulata|Populus angulata var. missouriensis|,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus deltoides ssp. monilifera,Plains Cottonwood,|Populus monilifera Aiton|Populus deltoides var. occidentalis|Populus sargentii|Populus deltoides var. monilifera|Populus texana|,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus grandidentata,Bigtooth Aspen,,Salicaceae,Populus,Tree,14.3,Arnold Arboretum living collection (Arboretum Explorer)
Populus koreana,Korean Poplar,,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus maximowiczii,Japanese Poplar,,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus nigra 'Afghanica',Theves Poplar,|Populus nigra 'Thevestina'|Populus thevestina|Populus kanjilaliana|,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus tremula,European Aspen,,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Populus tremula 'Erecta',Form of European Aspen,|Populus tremula var. erecta|,Salicaceae,Populus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
