scientific_name,common_name,growth_habit,leaf_retention,usda_hardiness_zone,catalog_source,catalog_source_url,mda_hardiness_zone,mda_categories,mda_cultivar_notes
Cotoneaster dammeri,Cotoneaster,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,'Nordic Carpet'
Cotoneaster lucidus,Cotoneaster,Shrub,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Shrubs,Hedge Cotoneaster
Crataegus ambigua,Hawthorne,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),Russian Hawthorn
Crataegus crus-galli,Hawthorne,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),"Hawthorn - Thornless Cockspur, Crusader® aka 'Cruzam'"
Crataegus laevigata,Hawthorne,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),Hawthorn - Crimson Cloud - 'Superba'
Crataegus virdidis,Hawthorne,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),Hawthorn - 'Winter King'
Crataegus × mordenensis,Hawthorne,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),"Hawthorn - 'Snowbird', 'Toba'"
Cryptomeria japonica,Cedar (tree form),Tree,,6,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,6,Deciduous (non-fruit); Shrubs,'PIICJ-I' Chapel View Japanese Cedar
Cytisus purgans,,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"Broom, 'Spanish Gold'"
Daphne mezereum,Daphne,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,February Daphne
Daphne × burkwoodii,Daphne,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,"'Carol Mackie', 'Briggs Moonlight', 'Somerset'"
Deutzia gracilis,,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"'Nana', 'Nikko', 'Slender Deutzia'"
Dierivilia lonicera,Honeysuckle,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,Dwarf Bush Honeysuckle
Diervilla sessilifolia,Honeysuckle,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,"'Cool Splash' aka 'LPDC Podaras', 'Butterfly'"
Diervilla splendens,Honeysuckle,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,Firefly Nightglow™ aka 'El Madrigal'
Dirca palustris,,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,Leatherwood
Elaeagnus angustifolia,Russian olive,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Deciduous (non-fruit); Shrubs,Russian Olive
Elaeagnus commutata,,Shrub,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Shrubs,"Silverberry, 'Silverscape'"
Euonymus bungeana,,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,"Winterberry Euonymus, 'Prairie Radiance', 'Verona'"
Exochorda × macrantha,Pearlbush,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,'Bailmoon' aka Lotus MoonTM
Exochorda × serratifolia,Pearlbush,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,'Northern Pearls' U of M release
Fagus grandifolia,Beech,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),American Beech
Fagus sylvatica,Beech,Tree,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Deciduous (non-fruit),"'Dawyck', 'Purpurea Pendula', 'Purple Fountian', 'Red Obelisk', 'Purple Fountain', 'Rohan Obelisk'; 'Riversii'"
Ficus carica,Hardy Fig (Tree form),Tree,,6,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,6,Deciduous (non-fruit),'Chicago Hardy' Fig
Forsythia suspense,Forsynthia,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Weeping Forsythia
Forsythia viridissima,Forsynthia,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"Dwarf Forsythia, 'Bronxensis'"
Forsythia × intermedia,Forsynthia,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,"'Lynwood Gold', 'Spring Glory'"
Fothergilla gardenii,,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Dwarf Fothergilla
Fothergillia × intermedia,,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,"'Mt. Airy', 'Blue Shadow'"
Fraxinus americana,Ash,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),White Ash - Autumn Purple® Ash aka 'Junginger'
Fraxinus mandshurica,Ash,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),Mancana Ash
Fraxinus nigra,Ash,Tree,,2-3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2-3,Deciduous (non-fruit),Black Ash; Fallgold Ash
Fraxinus pennsylvanica,Ash,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Deciduous (non-fruit),'Patmore'
Fraxinus quadralangulata,Ash,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),Blue Ash
Gaultheria procumbens,,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,Wintergreen
Genista tinctoria,,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Royal Gold Woadwaxen
Ginkgo biloba,Ginko,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),"Autumn Gold', Maidenhair tree, Goldspire Ginko, 'Blagon', 'Jade Butterfly',' Magyar', Presidential Gold', 'Princeton Sentry'"
Gleditsia triacanthos,Honeylocust,Tree,,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Deciduous (non-fruit),"' Northern Acclaim'®; Draves' aka Street Keeper™Honeylocust - Imperial® aka 'Impcole' ,, Shademaster® , Skyline® aka 'Skycole' , Sunburst® aka 'Suncole'"
Gymnocladus dioicus,Coffeetree,Tree,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Deciduous (non-fruit),"Kentucky Coffee tree, Decaf® aka 'McKBranched', Espresso™, aka 'Espresso JFS', 'Stately Manor'™, True North™ aka 'UMNSynergy'; Prairie Titan™"
Halesia carolina,Silverbell Tree,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Carolina Silverbell
Hamamelis vernalis,Witch Hazel,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,Vernal Witch Hazel
Hamamelis virginiana,Witch Hazel,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,Witch Hazel
Hamamelis × intermedia,Witch Hazel,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"'Arnold Promise', 'Diane', 'Jelena'"
Heptacodium miconioides,Seven-son Flower,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"First Editions® Tianshan™,'Minhep'"
Hibiscus moscheutos,Hibiscus,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,"Head over Heels Adore, Head Over Heels Desire, Head Over Heels Dream"
Hibiscus syriacus,Hibiscus,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"'Aphrodite', 'Ardens', 'Greba', 'Notwoodthree', 'Bluishing Bride', 'Collie Mullens', 'Notwoodone', 'Diana', 'Minfren', 'Minspot', 'Minigrand', 'Mineu', French Cabaret™ aka 'MindauV5', 'Lavender Chiffon' Dark Hibiscus"
Humulus lupulus,Hops,Vine,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Vines,"'Bianca', 'Nugget' Ornamental Hop"
Hydrangea anomala,Hydrangea,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs; Vines,Climbing Hydrangea
Hydrangea arborescens,Hydrangea,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,"'Annabelle', 'Invincibelle Spirit', Invincibelle Limetta™, Invincibelle Mini Mauvette™, Invincibelle® Wee White™, Incrediball® aka 'Abetwo', 'Incrediball Blush'"
Hydrangea macrophylla,Hydrangea,Shrub,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Shrubs,"'All Summer Beauty', 'Glowing Embers' First Editions® 'Light o Day'aka 'Bailday', 'Nikko Blue', 'Pia', 'Pink Beauty', Bigleaf Hydrangea, Kimono™ 'Hokomareki' PPAF, L.A. Dreamin 'Lindsey Ann' PP 26,249, Pistachio™ 'Horwack' PP 25,577, Starfield™, 'Kolmafafa' PPAF, Tilt-A-Swirl®, 'QUFU' PP26,426, Wedding Gown 'Dancing Snow' PP 21,052, Endless Summer® 'Blushing Bride; Endless Summer® Pop Star Hydrangea, 'Cherry Explosion', 'McKay' PP28,757, Endless Summer® aka'Bailmer', 'Bloomstruk' aka PIIHM-II, 'Twist and Shout' aka PIIHM-I, Summer Crush™ aka 'Bailmacfive'"
Hydrangea paniculata,Hydrangea,Tree,,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Deciduous (non-fruit); Shrubs,"'LeVasterival' Great Star™, 'Grandiflora' PeeGee, 'Pink Diamond', 'DVPpink' Pinky Winky™, 'Bulk' Quick Fire™, 'Tardiva', 'Berry white', Vanillia Strawberry™; First Editions® Great Star™ aka 'Le Vasterival', First Editions® Tickled Pink® aka 'HYPMADII', First Editions® Strawberry Sundae® aka 'Rensun', First Editions® Vanilla Strawberry™ aka 'Renhy', First Editions® White Diamonds® aka 'HYPMADI', First Edditions® Pinky Winky™ aka 'DVPinky', Quick Fire® aka 'Bulk', First Editions® Berry White™ aka 'Renba' Proven Winners® Zinfin Doll® aka 'SMNHPRZEP', Fire and Ice 'Wims Red' PP 26,005, Candelabra®, 'Hpopr013' PP27,472, Diamond Rouge® Panicle Hydrangea, First Editions® Berry White® , Flare™, 'Kolmavesu' PP26,92, 'ILVOBO' Bobo™, Lavalamp™ Flare 'Limelight', 'Little Lime', aka 'Jane', 'Grandiflora', 'Pink Diamond', 'Tardiva', Limelight Prime® aka 'SMNHPPH', Little Hottie® aka 'Bailpanone', Moonrock®, 'Kolmakilima' PP29,853, 'Phantom', 'Pink Diamond'; Limelight Hydrangea; Sweet Starlight™ 'Pan1782hydr' PPAF (CP 17 WO 1782), Baby Lace®"
Hydrangea quercifolia,Hydrangea,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"Oakleaf Hydrangea; Oakleaf Hydrangea 'Alice', 'Snow Queen', 'Munchkin', 'Ruby Slippers'"
Hypericum calycinum,St Johnswort,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,St. Johnswort
Hypericum inodorum,St Johnswort,Shrub,,6,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,6,Shrubs,"'Pumpkin' aka 'Kolmapuki' PP24,576, 'Red Star' aka 'Kolmarest' PP21,313"
Hypericum kalmianum,St Johnswort,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,"'Ames' Ames Kalm, 'Cfflpc-41' Blue Velvet™"
Ilex crenata,Winterberry,Shrub,,6,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,6,Shrubs,Japanese Holly
Ilex glabra,Winterberry,Shrub,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Shrubs,"'Nordic' Holly, 'Chamzin'; 'Shamrock' Inkberry"
Ilex meserveae,Winterberry,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"'Blue Girl', 'Blue Princess', 'Blue Prince', 'Castle Wall', 'Castle Spire', 'China Boy', 'China Girl', 'Honeymooners'"
Ilex verticillata,Winterberry,Shrub,,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Shrubs,"'Afterglow', 'Jim Dandy', 'Red Sprite', 'Southern Gentleman', 'Bailfire' First Editions® Wildfire™, 'Winter Red'; Winterberry (native)"
Illicium floridanum,,Shrub,,6,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,6,Shrubs,"Florida Anise-tree, 'Pink Frost'"
Itea virginica,,Shrub,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Shrubs,"Scarlet Beauty™ aka 'Morton' Sweetspire; Virginia Sweetspire, 'Henrys Garnet', 'Sprich'"
Juglans cinerea,Butternut or White walnut,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Deciduous (non-fruit),Butternut
Juglans nigra,Walnut,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),Black Walnut
Juglans regia,Walnut,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Carpathian'walnut
Juniperus chinensis,Juniper,Shrub,,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Shrubs,"'Blue Point', 'Fruitlandi', 'Old Gold', 'Sea Green', 'Spartan'; 'Glauca', 'Blue Sargent', 'Viridis', 'Green Sargent'; 'Maneyi'"
Juniperus communis,Juniper,Shrub,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Shrubs,'Gold Cone'; 'Pencil Point'
Juniperus horizontalis,Juniper,Shrub,,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Shrubs,"Bar Harbor Juniper; Compact Juniper - 'Andorra' 'Compacta', 'Blue Chip', 'Blue Prince', 'Hughes', 'Prince of Wales', 'Wiltoni'"
Juniperus procumbens,Juniper,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Dwarf Japanese garden aka 'Nana' Juniper
Juniperus sabina,Juniper,Shrub,,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Shrubs,"'Arcadia', 'Broadmoor', 'Savin', 'Buffalo', 'Sierra Spreader'; Blue Forest Juniper"
Juniperus scopulorum,Juniper,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,"Rocky Mountian Juniper - 'Cologreen', 'Medora', Sky High™aka 'Bailigh', 'Welchi', 'Wichita Blue' Juniper"
Juniperus squamata,Juniper,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Blue Star Juniper
Juniperus virginiana,Juniper,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,"Eastern Red Cedar, 'Taylor'"
Juniperus × media,Juniper,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,"Daub's Frosted Juniper, 'Daub's Frosted'"
Juniperus × pfitzeriana,Juniper,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Kayllay's Compact Juniper
Kalmia latifolia,Laurel,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,Mountian Laurel
Kerria japonica,Kerria,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"Superba Japanese Kerria, Golden Guinea Kerria"
Koelreuteria paniculata,Goldenrain tree,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Goldenrain Tree
Kolkwitzia amabilis,Beautybush,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Dream Catcher™ aka 'Maradco'
Kolkwitzia amabillis,Beautybush,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,'Pink Cloud'
Laburnum × watereri,Goldenchain Tree,Tree,,6,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,6,Deciduous (non-fruit),Vossii'
Lagerstroemia indica,,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"Bellini Grape 'Congrabel' PP28,975, Bellini Raspberry 'Conlagras' PP 29,006"
Larix kaempferi,Larch,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,Japanese Larch
Larix laricina,Larch,Tree,Evergreen,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Evergreens,American Larch
Larix occidentalis,Larch,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,Western Larch
Larix siberica,Larch,Tree,Evergreen,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Evergreens,Siberian Larch
Ligustrum ovalifolium,Privet,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,California Privit
Ligustrum vulgare,Privet,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,"First Editions® Straight Talk™ Privet 'Swift', 'Cheyenne', 'Lodense'"
Ligustrum × vicaryi,Privet,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"'Golden Vicary', 'Hillside'"
Lindera benzoin,,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,Spicebush
Liquidambar styraciflua,Sweetgum,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),"Happidaze™ Sweetgum, 'Lane Roberts', 'Silver King', 'Slender Silhouette', 'Worplesdon', 'Moraine'"
Liriodendron tulipifera,Tuliptree,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),"'Little Volunteer' PP19,581; Tuliptree"
Lonicera caerulea,Honeyberry,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Fruit; Vines,"'Berry Blue', 'Borealis', 'Cinderella', 'Tundra'; Aurora', 'Berry Blue', 'Borealis', 'Cinderella', 'Tundra'"
Lonicera nitida,Honeysuckle,Shrub,,5-6,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5-6,Shrubs,"'Edme Gold', 'Briloni'; Thunderbolt™, 'Golden Glow' PP26,598"
Lonicera periclymenum,Honeysuckle,Shrub,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Shrubs; Vines,"European Honeysuckle; Peaches and Cream 'Inov86' PP 21,839"
Lonicera reticulata,Honeysuckle,Vine,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Vines,Kintzley's Ghost® Grape Honeysuckle
Lonicera sempervirens,Honeysuckle,Vine,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Vines,John Clayton
Lonicera xylosteum,Honeysuckle,Shrub,,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Shrubs,'Emerald Mound'; Clavey's Dwarf Honeysuckle
Lonicera × brownii,Honeysuckle,Vine,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Vines,"Dropmore Scarlet Honeysuckle, Honeybelle™ aka 'Bailelle' Honeysuckle"
Lonicera × heckrotti,Honeysuckle,Vine,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Vines,Goldflame Honeysuckle
Lonicera × italica,Honeysuckle,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,"Sherlite"" Harlequin"
Lonicera × xylosteoides,Honeysuckle,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,Miniglobe Honeysuckle
Lycium barbarum,Goji Berry,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Fruit,'Dynamite'
Maackia amurensis,,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),"'Summertime™', 'Starburst'"
Magnolia acuminata,Magnolia,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),Cucumber tree magnolia
Magnolia grandiflora,Magnolia,Tree,,6,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,6,Deciduous (non-fruit),Southern Magnolia
Magnolia kobus,Magnolia,Tree,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Deciduous (non-fruit),"'Merrill', 'Leonard Messel'; Butterflies', 'Jim Wilson'; Royal Star Magnolia"
Magnolia virginiana,Magnolia,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),"Sweetbay Magnolia, 'Northern Belle'"
Magnolia × brooklynensis,Magnolia,Tree,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Deciduous (non-fruit),'Woodsman'; 'Yellow Bird'
Magnolia × soulangeana,Magnolia,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Saucer Magnolia
Mahonia repens,,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,Creeping Mahonia
Malus domestica,Apple,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Fruit,"'Callaway' Crabapple, 'Jonathan'; Ace', 'Acey Mac', 'Adams Apple', 'Akane', 'Ambrosia', 'Arkansas Black', 'Arlet', 'Aurora', 'Autumn Gold', 'Autumn Rose Fuji', 'Braeburn', 'Cameo', 'Crimson Gala', 'Fiero', 'Fuji', 'Gala', 'Ginger Gold', 'Red Stayman', 'Red Winesap', 'Royal Gala', 'Thom McIntosh', 'Golden Delicious', 'Yellow Delicious'"
Malus ioensis,Crabapple,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Fruit,Prairie Crabapple
Malus sargentii,Apple,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Fruit,"'Sargent', 'Candymint', 'Select A' Firebird®"
Malus × adstringens,Apple,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Fruit,"Emerald Spire'® aka 'Jefgreen' , 'Gladiator'™ aka 'Durleo',"
Metasequoia glyptostroboides,Redwood,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),"Dawn Redwood, 'Gold Rush', 'Miss Grace', 'Waasland', Amber Glow™ 'WAH-08AG' PP 29,472"
Microbiota decussata,Cypress,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Deciduous (non-fruit),Russian Cypress
Morus alba,Mulberry,Tree,,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Deciduous (non-fruit),Chaparral'; Trader' PP28932
Myrica pensylvanica,,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Northern Bayberry
