scientific_name,family,genus,growth_habit,notes,catalog_source
Machilus pauhoi,Lauraceae,Machilus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Cinnamomum philippinense,Lauraceae,Machilus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Machilus salicina,Lauraceae,Machilus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Machilus thunbergii,Lauraceae,Machilus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Machilus velutina,Lauraceae,Machilus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Machilus yunnanensis,Lauraceae,Machilus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mackaya bella,Acanthaceae,Mackaya,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mackinlaya celebica,Araliaceae,Mackinlaya,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macleania rupestris,Ericaceae,Macleania,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maclura africana,Moraceae,Maclura,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maclura brasiliensis,Moraceae,Maclura,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maclura pomifera,Moraceae,Maclura,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maclura tinctoria,Moraceae,Maclura,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maclura tricuspidata,Moraceae,Maclura,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maclurodendron porteri,Rutaceae,Maclurodendron,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macoubea guianensis,Apocynaceae,Macoubea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macoubea sprucei,Apocynaceae,Macoubea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macrocnemum roseum,Rubiaceae,Macrocnemum,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macrolobium acaciifolium,Fabaceae,Macrolobium,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macrolobium bifolium,Fabaceae,Macrolobium,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macrolobium latifolium,Fabaceae,Macrolobium,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macrolobium multijugum,Fabaceae,Macrolobium,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macropanax dispermus,Araliaceae,Macropanax,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macropanax rosthornii,Araliaceae,Macropanax,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macropanax undulatus,Araliaceae,Macropanax,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macrothumia kuhlmannii,Salicaceae,Macrothumia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca aristulata,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca aspera,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca betis,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca boerlageana,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca borneensis,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca bourdillonii,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca burckiana,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca clavata,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca coriacea,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca cuneata,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca curtisii,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca dubardii,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca fulva,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca hainanensis,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca korthalsii,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca lancifolia,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca laurifolia,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca leucodermis,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca longifolia,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca macrophylla,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca malaccensis,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca motleyana,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca neriifolia,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca obovatifolia,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca ovata,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca pasquieri,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca penangiana,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca penicillata,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca pierrei,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca pubicalyx,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca sericea,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca sessilis,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca tomentosa,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca tubulosa,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Madhuca utilis,Sapotaceae,Madhuca,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua angolensis,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua apetala,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua cafra,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua crassifolia,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua duchesnei,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua juncea,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua kirkii,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua nervosa,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua rosmarinoides,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua schinzii,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua siamensis,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maerua triphylla,Capparaceae,Maerua,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesa argentea,Primulaceae,Maesa,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesa edulis,Primulaceae,Maesa,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesa indica,Primulaceae,Maesa,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesa insularis,Primulaceae,Maesa,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesa lanceolata,Primulaceae,Maesa,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesa persicifolia,Primulaceae,Maesa,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesa ramentacea,Primulaceae,Maesa,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesa tabacifolia,Primulaceae,Maesa,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesa tetrandra,Primulaceae,Maesa,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesa vitiensis,Primulaceae,Maesa,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesobotrya barteri,Phyllanthaceae,Maesobotrya,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesobotrya cordulata,Phyllanthaceae,Maesobotrya,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesobotrya floribunda,Phyllanthaceae,Maesobotrya,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesobotrya klaineana,Phyllanthaceae,Maesobotrya,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesobotrya pynaertii,Phyllanthaceae,Maesobotrya,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesobotrya staudtii,Phyllanthaceae,Maesobotrya,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Maesopsis eminii,Rhamnaceae,Maesopsis,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnistipula butayei,Chrysobalanaceae,Magnistipula,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnistipula conrauana,Chrysobalanaceae,Magnistipula,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnistipula cupheiflora,Chrysobalanaceae,Magnistipula,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnistipula tessmannii,Chrysobalanaceae,Magnistipula,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia acuminata,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia albosericea,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia angatensis,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia baillonii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia betongensis,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia bintuluensis,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia biondii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia campbellii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia cathcartii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia caveana,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia champaca,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia championii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia coco,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia compressa,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia conifera,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia cylindrica,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia dandyi,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia dawsoniana,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia denudata,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia doltsopa,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia duclouxii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia duperreana,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia elegans,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia fordiana,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia fraseri,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia gigantifolia,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia globosa,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia grandiflora,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia griffithii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia hodgsonii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia hypolampra,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia insignis,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia kachirachirai,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia kisopa,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia kobus,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia kwangtungensis,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia lanuginosa,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia liliifera,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia maclurei,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia macklottii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia macrophylla,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia maudiae,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia mexicana,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia montana,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia nilagirica,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia oblonga,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia obovata,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia odora,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia officinalis,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia ovata,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia pealiana,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia philippinensis,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia platyphylla,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia pleiocarpa,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia poasana,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia pterocarpa,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia rostrata,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia salicifolia,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia sambuensis,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia scortechinii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia sieboldii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia sprengeri,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia stellata,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia sumatrana,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia tripetala,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia tsiampacca,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia virginiana,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia vrieseana,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Magnolia wilsonii,Magnoliaceae,Magnolia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
