scientific_name,family,genus,growth_habit,notes,catalog_source
Magonia pubescens,Sapindaceae,Magonia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Berberis bealei,Berberidaceae,Mahonia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Berberis napaulensis,Berberidaceae,Mahonia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Majidea forsteri,Sapindaceae,Majidea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Majidea zanguebarica,Sapindaceae,Majidea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus apelta,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus atrovirens,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus barbatus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus blumeanus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus eriocarpus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus floribundus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus lanceolatus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus leucocarpus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus leucodermis,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus macrostachyus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus miquelianus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus mollissimus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus montanus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus nudiflorus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus oppositifolius,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus pallidus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus paniculatus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus peltatus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus philippensis,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus pleiogynus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus repandus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus resinosus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus rhamnifolius,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus roxburghianus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus tetracoccus,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus tiliifolius,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mallotus wrayi,Euphorbiaceae,Mallotus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malouetia arborea,Apocynaceae,Malouetia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malouetia flavescens,Apocynaceae,Malouetia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malouetia glandulifera,Apocynaceae,Malouetia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malouetia naias,Apocynaceae,Malouetia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malouetia nitida,Apocynaceae,Malouetia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malouetia tamaquarina,Apocynaceae,Malouetia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malpighia coccigera,Malpighiaceae,Malpighia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malpighia emarginata,Malpighiaceae,Malpighia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malpighia glabra,Malpighiaceae,Malpighia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malpighia infestissima,Malpighiaceae,Malpighia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malpighia mexicana,Malpighiaceae,Malpighia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malpighia setosa,Malpighiaceae,Malpighia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malpighia urens,Malpighiaceae,Malpighia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus angustifolia,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus asiatica,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus baccata,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus chitralensis,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus coronaria,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus domestica,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Eriolobus florentinus,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus fusca,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus halliana,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus honanensis,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus hupehensis,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus ioensis,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus jinxianensis,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus kansuensis,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus komarovii,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus leiocalyca,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus mandshurica,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus muliensis,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus ombrophila,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus prattii,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus rockii,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus sikkimensis,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus sylvestris,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus toringo,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus toringoides,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus transitoria,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Macromeles tschonoskii,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malus yunnanensis,Rosaceae,Malus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Malvaviscus arboreus,Malvaceae,Malvaviscus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mammea africana,Calophyllaceae,Mammea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mammea americana,Calophyllaceae,Mammea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mammea harmandii,Calophyllaceae,Mammea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mammea novoguineensis,Calophyllaceae,Mammea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mammea odorata,Calophyllaceae,Mammea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mammea siamensis,Calophyllaceae,Mammea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mammea suriga,Calophyllaceae,Mammea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mammea usambarensis,Calophyllaceae,Mammea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mandevilla subcarnosa,Apocynaceae,Mandevilla,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera altissima,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera caesia,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera casturi,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera cochinchinensis,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera foetida,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera gedebi,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera indica,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera lagenifera,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera minor,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera monandra,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera odorata,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera quadrifida,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera reba,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera rubropetala,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera sylvatica,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Mangifera zeylanica,Anacardiaceae,Mangifera,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manicaria saccifera,Arecaceae,Manicaria,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot aesculifolia,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot baccata,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot brachyloba,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot caerulescens,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot carthaginensis,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot catingae,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot caudata,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot chlorosticta,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot crassisepala,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot dichotoma,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot epruinosa,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot esculenta,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot foetida,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot grahamii,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot longiracemosa,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot maracasensis,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot michaelis,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot oaxacana,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot pilosa,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot pseudoglaziovii,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot rubricaulis,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot tomatophylla,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot triloba,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot websteri,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manihot zehntneri,Euphorbiaceae,Manihot,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara bidentata,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara butugi,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara chicle,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara concolor,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara dawei,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara discolor,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara elata,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara excelsa,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara fasciculata,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara hexandra,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara jaimiqui,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara kanosiensis,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara kauki,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara littoralis,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara longifolia,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara microphylla,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara mochisia,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara obovata,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara pleeana,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara roxburghiana,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Manilkara sansibarensis,Sapotaceae,Manilkara,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
